"GeneID","OPC_I1","OPC_I2","OPC_I3","OPC_I4","OPC_I5","OPC_I6","OPC_I7","OPC_I8","OPC_I9","OPC_I10","MO_I1","MO_I2","MO_I3","MO_I4","MO_I5","MO_I6","MO_I7"
"RELL2",21,91,140,124,79,125,186,100,140,80,36,27,49,91,34,32,58
"RELN",51,99,114,255,1504,1671,1176,143,176,158,231,285,475,593,331,332,899
"RELT",98,209,353,331,230,303,337,259,591,202,710,603,604,1470,599,341,974
"REM1",0,0,0,0,0,1,2,0,0,0,3,0,0,0,2,0,0
"REM2",3,8,4,2,4,19,10,1,4,2,10,7,8,9,7,21,13
"REN",0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,2,1
"RENBP",40,80,134,59,38,58,77,49,224,80,292,318,283,385,269,317,310
"REP15",16,36,51,46,22,27,27,75,143,72,46,22,83,44,102,6,41
"REPIN1",306,703,1262,1364,625,1115,1313,855,1501,655,790,803,997,1385,813,439,557
"REPS1",851,1005,2066,1544,1302,1484,1804,1986,3022,2007,1721,1104,1604,2443,1838,744,1380
"REPS2",416,528,1124,928,691,1176,1139,1213,1775,1202,2026,2000,2783,3389,2707,949,1644
"RER1",489,722,1218,1106,892,973,1291,988,1494,764,1311,1397,1418,2179,1291,408,873
"RERE",3381,3745,6733,5322,3533,4360,5368,5629,13487,4840,5692,5962,7676,8888,10747,13638,15094
"REREP1Y",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REREP2Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RERG",5,8,16,18,15,28,47,17,31,22,9,8,27,19,9,23,28
"RERG-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RERG-IT1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RERGL",0,2,1,7,5,8,15,0,7,1,5,1,14,8,7,5,3
"RESP18",0,0,2,1,0,3,0,0,0,0,0,1,2,3,0,0,4
"REST",666,640,1293,985,953,1216,1438,1109,2415,1091,1090,1146,1682,2234,1755,1215,1969
"RET",4,18,37,58,22,22,27,24,42,55,2,1,16,16,5,13,10
"RETN",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"RETNLB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RETREG1",114,107,294,176,331,458,554,163,363,196,2238,2473,2923,4285,2776,1137,2629
"RETREG2",393,626,1045,1168,818,1160,1909,769,1207,570,806,924,940,1541,755,340,522
"RETREG3",384,583,979,942,715,718,1158,841,1092,654,432,400,486,661,460,92,287
"RETSAT",203,349,541,548,374,395,724,474,551,278,721,872,646,1561,629,143,346
"REV1",796,1028,1776,1500,1246,1606,1996,1625,2982,1653,1528,1324,1851,2161,1784,1028,1652
"REV3L",6898,10563,18865,14786,14033,15345,19243,18211,32745,20109,2876,2647,4503,5420,4232,2682,4316
"REV3L-IT1",37,105,98,105,87,101,92,107,164,136,18,17,24,27,26,14,15
"REX1BD",118,266,476,437,286,463,571,275,426,236,246,372,475,565,263,138,154
"REXO1",352,465,874,699,385,519,840,570,1297,404,911,730,881,1121,931,756,800
"REXO1L10P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REXO1L11P",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"REXO1L12P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REXO1L1P",0,1,0,2,1,1,4,1,0,0,0,0,0,0,0,0,0
"REXO1L2P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REXO1L3P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REXO1L4P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REXO1L5P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REXO1L6P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REXO1L8P",0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0
"REXO1L9P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REXO2",272,322,562,450,401,444,510,593,895,654,1048,957,1001,1351,1491,359,559
"REXO4",384,320,638,468,275,394,518,414,1042,467,523,678,845,831,862,828,1118
"REXO5",46,100,163,130,110,318,176,150,405,193,18,18,30,53,17,16,23
"RF00001",0,3,4,2,0,0,4,7,8,9,1,0,3,2,3,0,2
"RF00002",0,2,11,5,1,2,1,1,0,11,2,0,0,2,0,1,0
"RF00003",38,82,255,134,87,142,106,70,161,94,36,35,33,97,42,14,32
"RF00004",8,7,31,12,19,9,7,14,22,24,13,7,7,9,11,0,11
"RF00006",14,26,34,27,42,22,12,52,79,36,96,138,116,165,156,31,115
"RF00012",52,75,147,79,70,94,103,117,179,98,99,74,117,166,113,28,70
"RF00015",9,21,38,20,14,9,11,20,26,17,17,7,9,13,12,2,9
"RF00016",0,3,3,2,2,3,1,1,7,1,6,2,1,7,1,2,1
"RF00017",262,239,460,336,277,173,229,455,546,358,392,311,304,542,415,224,326
"RF00019",968,1162,2097,1381,1521,1339,1330,2135,3053,2251,2520,1804,2006,2749,2852,555,1901
"RF00024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00026",5,11,13,9,17,13,12,23,63,25,19,16,19,28,34,13,27
"RF00045",9,20,45,22,26,9,24,33,55,59,25,30,27,38,36,7,23
"RF00049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00056",0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0
"RF00066",19,12,18,17,28,7,13,25,30,25,34,25,32,38,40,19,16
"RF00070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00072",3,2,3,2,1,4,1,11,13,6,2,1,1,2,0,1,0
"RF00086",0,1,0,1,0,1,5,1,3,0,6,1,1,1,2,0,0
"RF00088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00090",0,0,4,0,2,4,4,3,1,6,2,1,0,1,4,0,3
"RF00091",24,42,37,41,48,75,56,74,116,60,17,30,24,50,87,1,20
"RF00092",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"RF00093",0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"RF00096",1,0,6,1,1,6,5,1,2,1,9,6,9,2,5,6,1
"RF00099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00100",9,90,91,87,129,39,78,35,47,32,26,104,33,225,39,8,7
"RF00105",23,2,4,11,10,10,4,9,14,11,3,0,15,14,6,9,3
"RF00108",1,9,22,15,11,23,6,12,13,7,99,91,112,154,84,0,54
"RF00133",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RF00134",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RF00136",4,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0
"RF00137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00139",9,7,11,11,18,12,13,27,27,32,39,28,23,21,43,0,10
"RF00150",0,3,11,6,4,1,7,18,8,13,5,6,6,5,14,1,3
"RF00151",21,6,22,13,8,15,9,17,28,12,14,12,13,16,16,6,14
"RF00152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00153",4,3,3,1,2,4,6,2,8,1,7,4,1,1,7,6,7
"RF00154",0,0,2,3,0,3,0,0,3,1,0,1,0,0,1,0,1
"RF00156",7,19,19,31,14,15,8,11,20,11,11,7,12,22,16,3,5
"RF00157",3,4,13,8,11,2,4,5,12,13,0,0,2,1,0,0,0
"RF00181",139,88,138,115,129,193,185,183,228,214,5,2,24,9,14,13,16
"RF00189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00191",3,9,31,18,9,14,12,12,22,28,16,18,14,21,23,1,17
"RF00201",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"RF00212",0,0,0,0,0,0,0,1,0,2,1,1,1,3,0,0,4
"RF00218",0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"RF00263",0,0,1,0,0,0,0,0,2,1,1,0,1,1,1,5,0
"RF00264",0,0,1,5,1,0,2,3,1,4,1,0,0,1,0,1,2
"RF00265",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"RF00271",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1
"RF00272",25,26,45,25,30,62,51,58,76,56,56,33,46,67,81,1,23
"RF00273",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
"RF00275",16,29,61,63,64,109,78,63,80,82,59,23,34,49,25,9,13
"RF00278",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"RF00279",4,15,17,14,36,9,7,23,50,21,5,1,6,0,3,0,7
"RF00280",0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0
"RF00283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00284",20,33,48,39,57,43,58,51,71,75,128,130,149,248,227,14,102
"RF00285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00287",1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"RF00322",266,133,188,149,149,140,132,229,498,338,137,120,138,106,157,30,105
"RF00324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00334",10,21,65,48,18,74,56,53,77,62,51,58,67,105,42,9,30
"RF00340",0,1,0,0,2,1,0,3,0,0,1,0,1,1,0,0,0
"RF00342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00392",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RF00393",0,0,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0
"RF00394",9,15,11,25,16,9,37,20,11,10,8,6,2,15,9,1,4
"RF00397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"RF00398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00401",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"RF00402",54,10,67,19,18,22,29,74,124,104,32,40,40,26,83,27,85
"RF00404",1,7,2,9,9,9,3,8,11,10,11,12,12,5,19,4,5
"RF00405",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00406",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00409",4,5,2,4,4,0,2,4,10,5,5,9,4,2,5,1,3
"RF00410",4,8,0,9,10,13,20,9,20,14,10,10,6,13,11,1,7
"RF00411",0,11,21,9,11,7,16,30,17,19,23,18,8,12,22,2,19
"RF00413",1,2,2,2,0,3,3,3,2,2,1,2,4,2,3,0,1
"RF00414",17,18,30,19,8,60,14,25,30,30,5,0,0,3,2,0,2
"RF00415",2,1,4,2,0,0,0,5,3,4,10,2,2,2,3,0,2
"RF00416",0,3,3,1,1,1,2,0,5,4,2,1,3,2,3,0,1
"RF00418",11,0,5,5,2,0,3,8,8,8,2,4,8,4,6,9,12
"RF00421",0,0,3,0,3,0,2,0,2,6,0,0,0,0,0,0,0
"RF00422",0,3,8,4,4,2,4,9,12,2,61,30,45,45,36,5,15
"RF00423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00424",0,2,1,0,1,0,1,2,1,0,0,0,0,0,0,0,1
"RF00425",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"RF00426",0,0,0,0,2,0,0,3,2,1,1,0,0,3,2,0,0
"RF00428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00432",27,24,48,28,21,25,30,35,51,28,16,9,14,17,15,1,14
"RF00438",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RF00440",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RF00443",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RF00477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00478",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RF00492",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00493",3,3,11,17,11,10,13,7,9,3,3,7,0,14,1,0,1
"RF00494",9,51,60,76,53,52,69,25,71,40,13,31,19,75,16,16,18
"RF00537",6,1,12,2,2,0,0,2,4,1,0,0,0,1,0,0,1
"RF00554",13,7,10,5,11,6,2,12,29,19,19,4,4,4,4,1,10
"RF00560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RF00561",1,9,16,20,13,6,7,11,19,18,6,3,4,4,5,1,0
"RF00564",0,3,1,5,7,2,1,7,5,4,3,6,1,2,4,0,2
"RF00566",0,0,0,0,0,0,0,0,0,0,2,2,12,1,4,0,0
"RF00568",7,3,2,3,2,9,5,6,16,5,5,1,4,1,5,0,5
"RF00569",6,8,2,7,10,13,4,9,2,5,1,1,1,4,1,0,0
"RF00570",0,2,0,0,0,0,0,4,6,2,1,1,0,1,0,0,0
"RF00571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00572",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RF00573",10,7,17,9,4,6,1,16,16,24,10,2,6,6,12,0,5
"RF00575",0,0,0,1,2,1,0,0,2,2,0,4,0,0,0,0,3
"RF00586",0,6,0,3,0,1,1,1,1,0,0,0,0,0,0,0,0
"RF00588",0,6,4,3,3,0,2,11,13,7,11,11,8,7,16,3,6
"RF00591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00592",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00598",6,4,1,4,3,2,5,6,8,5,8,9,5,10,7,0,13
"RF00599",41,25,35,18,19,10,9,34,56,35,28,55,51,56,66,30,64
"RF00601",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"RF00602",2,5,24,19,14,10,21,18,39,42,36,19,22,43,32,0,38
"RF00603",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"RF00604",0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0
"RF00611",0,6,8,6,7,4,7,3,24,7,13,11,27,22,16,1,9
"RF00612",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"RF00614",8,2,7,8,9,3,1,10,4,6,13,9,16,14,10,1,4
"RF00618",0,2,2,5,3,12,13,7,14,2,0,0,4,0,0,0,0
"RF00619",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF00622",16,14,39,22,28,5,10,42,71,46,58,52,31,23,75,8,26
"RF00635",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RF01159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01161",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"RF01169",10,17,20,14,14,36,18,19,39,27,26,25,57,37,38,5,37
"RF01182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01183",0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
"RF01210",112,56,122,90,84,100,90,219,359,260,11,9,38,26,42,8,24
"RF01225",2,4,25,10,4,2,2,23,20,20,19,13,19,25,45,10,16
"RF01233",2,9,20,4,17,11,22,18,13,7,7,13,19,18,15,6,5
"RF01241",21,38,54,49,51,45,60,68,69,55,52,57,41,79,87,9,41
"RF01293",0,0,2,1,0,1,2,3,1,5,0,0,4,2,0,0,0
"RF01299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01518",0,0,0,2,1,0,1,1,5,1,1,1,3,1,0,1,0
"RF01684",0,0,0,0,0,0,0,0,0,0,3,1,5,0,2,0,0
"RF01699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01880",0,3,0,0,0,0,0,0,7,0,4,1,0,0,0,0,0
"RF01881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01884",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01905",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01946",0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
"RF01947",0,2,4,7,2,0,2,9,3,8,7,9,1,13,8,0,2
"RF01948",0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"RF01950",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RF01951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01954",0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"RF01955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01972",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RF01973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01974",0,0,7,1,2,0,0,0,7,2,5,0,0,1,0,3,1
"RF01975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01983",0,0,0,0,0,0,1,0,0,2,1,6,0,1,0,1,0
"RF01984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF01992",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"RF02038",0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0
"RF02039",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"RF02040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02102",3,8,7,3,12,7,10,11,12,15,2,3,2,6,2,0,0
"RF02103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02105",0,0,2,0,0,0,2,0,4,0,0,0,0,0,0,0,1
"RF02106",0,0,0,0,0,0,0,0,0,4,5,1,0,2,0,0,0
"RF02107",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RF02108",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"RF02109",0,0,0,2,1,4,0,0,0,0,1,1,0,0,0,0,1
"RF02110",0,1,3,0,2,11,2,11,2,1,2,2,1,10,8,0,5
"RF02112",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RF02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02115",0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0
"RF02116",0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0
"RF02118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02119",2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"RF02120",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"RF02121",0,0,4,2,0,0,0,1,1,3,1,2,3,1,0,0,2
"RF02122",0,1,0,1,0,0,0,0,0,0,3,2,0,0,2,1,0
"RF02123",0,0,0,0,0,0,0,2,0,3,0,1,0,2,1,0,6
"RF02124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02127",0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
"RF02128",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"RF02130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02134",6,4,14,4,2,0,0,7,11,5,1,1,1,2,6,2,3
"RF02135",0,1,1,0,2,2,0,8,20,6,0,0,1,2,5,4,2
"RF02137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02148",0,1,1,1,1,2,1,3,1,0,0,0,0,0,0,0,0
"RF02149",0,3,2,3,6,2,1,9,2,4,0,0,3,0,1,0,2
"RF02150",0,0,5,2,4,0,0,2,1,5,0,0,0,0,0,0,0
"RF02154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02171",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RF02172",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"RF02173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02176",13,12,14,21,23,17,19,20,38,26,17,22,11,25,12,4,16
"RF02177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02178",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02179",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"RF02180",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RF02181",0,2,0,2,5,2,1,0,6,7,1,3,0,0,0,0,2
"RF02183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02188",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02195",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02196",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"RF02197",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
