"GeneID","OPC_I1","OPC_I2","OPC_I3","OPC_I4","OPC_I5","OPC_I6","OPC_I7","OPC_I8","OPC_I9","OPC_I10","MO_I1","MO_I2","MO_I3","MO_I4","MO_I5","MO_I6","MO_I7"
"RF02198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02218",0,3,0,0,0,0,0,3,1,0,0,1,0,0,1,0,4
"RF02219",0,1,4,2,0,1,5,3,1,2,1,8,3,1,0,0,7
"RF02220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02251",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RF02252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02271",80,164,308,261,213,344,257,318,371,322,214,156,185,247,182,50,157
"RF02272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RF02275",6,11,33,34,12,20,31,9,12,27,33,25,23,61,53,2,45
"RF02277",0,2,0,4,0,0,1,2,2,4,4,2,1,2,10,0,4
"RFC1",602,563,1174,892,861,1117,1362,1110,2289,1161,2457,2332,3494,3216,3860,2951,3315
"RFC2",43,85,157,115,96,151,179,108,213,81,89,77,114,160,135,50,70
"RFC3",64,93,140,223,329,833,381,146,248,148,99,131,176,185,119,38,83
"RFC3P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RFC4",76,130,175,256,232,524,336,175,290,155,173,201,268,457,279,85,178
"RFC5",54,113,136,146,154,212,225,166,238,145,149,111,149,192,158,49,81
"RFC5P1",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
"RFESD",10,23,44,34,42,43,50,32,53,41,44,25,44,53,48,3,29
"RFESDP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RFFL",360,488,917,661,504,417,631,838,1417,653,5503,5195,5773,8312,6921,1851,4542
"RFK",54,100,199,164,138,237,365,138,286,122,84,59,132,123,105,33,80
"RFKP1",11,19,29,30,18,8,15,40,53,46,11,0,16,10,11,2,12
"RFKP2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"RFLNA",10,15,43,24,22,26,28,32,48,36,7,6,21,30,4,14,21
"RFLNB",6,31,66,57,48,78,85,44,132,33,7,9,29,34,19,13,9
"RFNG",128,513,610,826,561,695,721,458,647,352,395,369,310,687,249,143,269
"RFPL1",0,0,0,2,1,4,1,2,0,0,0,0,2,2,0,0,4
"RFPL1S",120,78,217,225,190,414,484,163,326,96,142,86,234,353,108,88,125
"RFPL2",2,5,12,9,3,11,7,5,13,5,3,4,16,6,5,1,6
"RFPL3",0,0,0,0,0,0,4,1,0,1,0,0,1,1,0,2,0
"RFPL3S",7,28,57,14,23,11,8,26,55,36,26,31,45,23,36,27,41
"RFPL4A",0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"RFPL4AL1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"RFPL4AP1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RFPL4AP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RFPL4AP5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RFPL4AP6",0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RFPL4AP7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RFPL4B",0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"RFT1",128,329,482,446,381,462,577,419,521,377,384,330,423,532,451,65,249
"RFTN1",19,89,142,122,41,80,332,79,117,67,90,118,567,243,110,109,159
"RFTN1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RFTN2",1457,1165,2419,1832,1694,2511,2828,2236,3935,1990,3956,2935,3945,3823,3828,2275,2769
"RFWD2P1",0,2,14,10,4,2,4,11,11,2,4,1,0,2,0,3,0
"RFWD3",46,177,284,350,238,313,431,290,630,191,432,368,370,766,547,251,330
"RFX1",49,155,338,263,147,132,208,228,261,134,263,191,238,347,257,116,128
"RFX2",47,62,112,96,66,88,89,122,221,133,93,83,92,108,106,54,92
"RFX3",1035,1147,1907,1652,1850,2868,3122,1561,2544,1486,1032,867,1368,1557,1027,347,710
"RFX3-AS1",123,84,239,208,137,154,218,266,671,262,233,250,351,457,470,243,251
"RFX4",199,724,1193,801,776,417,885,972,1118,897,25,4,78,38,22,48,62
"RFX5",611,782,1399,1331,937,1150,1133,1282,2451,1244,210,214,410,442,323,202,275
"RFX6",0,0,3,1,0,1,1,2,0,6,0,0,5,0,1,0,1
"RFX7",869,1264,2331,2035,1645,2431,3015,2102,3554,2131,1410,1120,1763,2094,1829,884,1742
"RFX8",5,5,13,12,8,5,7,4,35,6,4,11,10,2,3,15,8
"RFXANK",26,66,118,78,62,71,80,93,183,75,119,139,125,262,164,86,117
"RFXAP",205,172,296,246,254,252,321,384,424,283,291,235,309,422,382,227,394
"RGCC",343,440,999,785,437,549,839,757,1039,652,2989,1339,1474,2422,1761,859,839
"RGL1",201,299,555,338,309,412,680,430,642,286,3381,3654,5326,6126,4665,1968,3509
"RGL2",432,1016,1280,1498,1088,1144,1347,1091,1422,916,369,400,428,787,474,242,386
"RGL3",0,0,4,4,1,0,1,2,11,1,19,0,12,14,7,22,3
"RGL4",6,5,2,9,7,7,1,7,7,8,13,11,6,15,15,8,12
"RGMA",221,588,1475,923,238,376,928,903,915,154,53,45,233,199,74,143,111
"RGMB",668,1173,1639,1863,1364,2848,2575,1629,2735,1195,184,196,440,478,275,131,260
"RGMB-AS1",0,0,4,4,11,21,11,7,3,6,2,1,4,2,1,2,0
"RGN",120,140,774,420,78,57,135,199,514,184,77,121,316,125,179,84,81
"RGP1",254,499,686,754,554,574,702,594,862,438,633,616,705,1040,616,286,412
"RGPD1",5,12,10,3,11,10,7,7,4,2,5,13,6,6,6,2,8
"RGPD2",58,37,80,5,9,56,7,122,16,3,82,64,79,15,236,7,2
"RGPD3",21,19,17,19,17,15,13,21,40,15,18,35,32,38,40,9,11
"RGPD4",7,8,7,8,8,7,10,6,7,2,1,9,9,9,3,4,4
"RGPD4-AS1",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RGPD5",22,46,22,29,67,18,27,7,35,7,13,46,13,46,6,7,15
"RGPD6",0,1,4,1,2,3,3,3,4,3,7,1,1,1,0,2,8
"RGPD8",222,176,435,156,189,251,312,382,783,319,438,342,570,291,666,341,535
"RGR",96,419,120,497,144,178,337,384,668,633,11,11,24,35,15,16,55
"RGS1",0,0,0,3,1,2,5,0,9,0,6,0,2,3,0,14,4
"RGS10",0,3,5,2,2,3,6,2,7,2,4,2,4,6,9,16,9
"RGS11",335,1291,1936,1585,1066,832,1143,1594,1893,696,1661,1973,1920,3478,2864,992,2104
"RGS12",1644,2138,3664,2671,2500,2299,3001,2883,5226,2684,909,763,981,1200,1094,864,1398
"RGS13",0,0,0,1,3,3,0,2,0,0,0,0,0,1,0,2,0
"RGS14",6,5,12,25,15,16,29,9,11,3,8,25,38,45,16,15,22
"RGS16",6,3,8,6,10,30,13,2,117,9,5,1,6,13,2,9,17
"RGS17",330,344,641,557,717,881,1184,554,1035,568,39,23,101,108,55,28,54
"RGS17P1",7,16,41,29,22,26,7,40,59,45,124,53,35,77,128,109,98
"RGS18",0,0,0,0,1,0,2,2,0,0,0,0,0,2,1,2,3
"RGS19",5,64,116,96,48,107,94,64,96,39,4,1,10,11,1,14,21
"RGS2",34,59,124,124,75,158,174,99,151,64,83,41,63,88,43,25,22
"RGS20",1,7,16,8,9,4,17,5,17,10,8,0,37,10,11,13,13
"RGS21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RGS22",241,287,538,458,376,484,555,469,1105,429,11,4,30,35,20,56,22
"RGS3",29,28,80,43,14,35,78,58,116,37,1077,1222,1353,2029,1457,1207,1513
"RGS4",88,210,387,372,113,150,990,152,168,119,313,331,851,975,365,162,567
"RGS5",11,33,47,69,56,129,137,40,79,45,150,118,167,236,112,99,201
"RGS6",27,31,78,53,29,60,82,33,45,17,66,35,322,121,75,97,123
"RGS7",667,592,1000,926,575,599,1048,1078,1795,1104,129,131,486,306,289,246,626
"RGS7BP",144,427,667,605,411,587,925,613,931,564,128,95,296,299,142,129,233
"RGS8",6,27,25,34,57,102,131,19,28,18,45,19,51,96,47,51,84
"RGS9",49,63,163,79,46,45,61,183,160,99,75,51,149,145,200,82,152
"RGS9BP",13,3,4,4,1,2,7,11,23,10,16,13,16,15,8,5,13
"RGSL1",6,5,0,8,3,4,0,2,0,1,1,1,1,4,2,0,8
"RHAG",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"RHBDD1",123,226,357,307,299,390,412,328,524,360,494,458,596,715,631,121,319
"RHBDD2",60,520,761,982,752,850,1395,556,738,376,394,437,462,985,391,157,339
"RHBDD3",49,153,257,291,145,171,258,185,381,142,173,169,149,302,177,110,150
"RHBDF1",252,776,1278,1321,749,851,1025,867,2029,745,126,77,70,691,235,214,355
"RHBDF1P1",0,0,2,0,0,1,6,1,5,0,2,0,0,0,0,0,0
"RHBDF2",26,5,11,20,6,7,13,5,31,16,61,3,12,12,6,65,44
"RHBDL1",41,73,111,128,64,109,124,65,132,71,55,51,32,90,54,30,56
"RHBDL2",9,29,39,26,12,11,10,57,86,45,732,992,1059,995,1326,459,1006
"RHBDL3",1387,1129,1917,1581,647,717,1168,1637,3020,1353,234,39,76,104,90,111,80
"RHBG",0,2,2,2,3,3,2,0,0,1,0,0,0,0,0,0,0
"RHCE",3,4,8,9,3,5,12,8,16,12,20,15,14,19,16,8,32
"RHCG",1,16,45,34,21,15,19,20,28,25,3,0,10,11,1,3,3
"RHD",6,4,5,2,0,1,0,2,1,2,2,1,3,1,3,1,2
"RHEB",125,203,394,336,261,409,586,248,600,242,272,309,369,559,331,156,219
"RHEBL1",3,9,4,9,4,20,10,4,8,3,3,5,16,11,9,9,12
"RHEBP1",0,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"RHEBP2",7,5,4,12,14,11,7,7,36,15,2,6,4,8,8,14,13
"RHEBP3",0,0,0,0,3,0,0,0,1,0,2,0,1,0,3,0,0
"RHEX",0,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"RHNO1",58,85,150,123,102,132,181,118,234,89,71,93,139,177,123,77,129
"RHO",0,1,0,5,0,2,0,1,0,1,0,1,0,2,1,4,6
"RHOA",342,586,1089,863,485,1021,1929,703,1771,578,1356,1552,3208,2551,2044,775,964
"RHOA-IT1",14,8,9,22,15,4,17,16,38,21,17,9,11,19,30,17,19
"RHOB",344,833,1367,1303,464,1015,1877,880,2330,545,3775,3207,5308,7060,3068,1368,1382
"RHOBTB1",58,98,236,195,226,341,416,197,388,183,1434,1487,2512,3012,3250,939,3589
"RHOBTB2",660,1082,1848,1915,1119,1258,2670,1436,2174,1166,280,232,804,779,243,243,288
"RHOBTB3",827,828,1221,1147,707,1586,1405,1411,2451,1578,1835,1720,2121,2468,2144,663,1125
"RHOC",161,419,752,496,332,373,628,506,598,336,27,35,58,38,33,31,22
"RHOD",0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0
"RHOF",35,48,64,76,52,64,71,51,82,50,90,85,101,131,79,57,83
"RHOG",23,56,108,86,44,58,123,71,107,53,544,730,924,1187,639,187,377
"RHOH",2,0,1,3,4,0,0,3,2,1,0,0,0,1,0,8,1
"RHOJ",69,117,257,216,175,224,214,260,498,171,12,3,53,25,11,24,22
"RHOQ",234,571,860,650,537,503,827,904,1102,813,443,300,319,348,405,123,226
"RHOQP1",3,6,4,12,12,18,12,14,21,18,11,2,2,12,9,3,6
"RHOQP2",0,0,4,4,2,1,2,2,8,2,2,4,4,2,3,2,1
"RHOQP3",0,1,1,3,1,2,4,0,1,0,4,2,0,1,2,0,1
"RHOT1",414,669,1176,1047,806,1235,1378,1091,1998,925,924,951,1244,1573,1268,676,1113
"RHOT1P1",108,51,184,71,38,14,30,97,41,44,6,0,9,2,3,2,5
"RHOT1P2",41,2,102,42,5,2,0,23,0,53,1,0,3,17,0,0,1
"RHOT1P3",1,3,2,0,2,0,0,2,2,1,1,0,1,1,0,0,0
"RHOT2",329,818,1011,1291,848,1394,1212,834,1725,650,1023,914,705,1644,886,835,1031
"RHOU",442,309,449,358,210,405,714,432,992,408,3290,3533,5741,5646,4580,1909,2280
"RHOV",3,1,6,3,13,14,14,2,2,1,2,1,6,6,6,3,6
"RHOXF1",12,15,28,18,0,6,6,14,11,0,5,5,10,3,2,6,0
"RHOXF1-AS1",2,0,1,0,21,4,1,5,23,51,0,0,0,0,0,1,2
"RHOXF1P1",0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,2,0
"RHOXF1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RHOXF1P3",20,6,4,4,9,15,11,16,10,4,13,1,4,6,11,3,15
"RHOXF2",0,4,3,3,0,0,1,0,3,2,0,0,0,2,0,0,0
"RHOXF2B",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"RHPN1",253,557,709,1000,615,917,1051,657,891,567,135,133,192,281,127,193,392
"RHPN1-AS1",6,1,0,2,2,2,6,2,2,1,8,3,16,15,11,2,4
"RHPN2",245,357,790,496,280,262,755,529,1056,487,27,19,67,50,47,42,64
"RIBC1",16,12,16,14,9,17,10,10,32,15,33,31,17,44,28,32,70
"RIBC2",1,2,4,7,18,7,8,4,26,2,0,0,3,1,0,3,1
"RIC1",456,771,1381,1249,1120,1457,1478,1322,1851,1276,1025,893,1244,1750,1208,354,813
"RIC3",1151,1492,2770,2458,2806,2503,2732,2563,4031,2307,1281,1002,1502,2214,1580,823,1290
"RIC8A",312,501,806,821,525,850,1161,537,979,451,497,588,678,967,489,243,380
"RIC8B",532,740,1212,1067,1137,1443,1347,1260,1748,1190,679,710,1032,1227,945,274,666
"RICTOR",1991,2796,4897,4298,4736,9849,7276,4626,6776,5030,5157,5129,6785,10889,6569,1479,4572
"RIDA",29,78,142,89,80,105,159,117,196,115,87,106,147,139,89,24,77
"RIF1",2757,2560,5247,4572,4402,6896,7025,4631,9668,4990,6579,6764,8030,9966,11299,6223,7849
"RIIAD1",9,3,6,9,5,7,6,7,5,13,7,3,14,1,10,2,7
"RILP",48,61,76,72,25,41,72,66,131,42,35,41,49,85,50,52,40
"RILPL1",450,466,948,676,396,394,688,695,1573,593,1608,1576,1686,1928,2349,2146,2232
"RILPL2",38,27,82,38,16,36,68,43,61,22,39,29,65,58,17,39,33
"RIMBP2",163,310,571,531,318,389,830,333,689,266,249,207,979,648,312,447,433
"RIMBP3",0,17,15,18,8,29,8,11,22,9,0,0,2,0,1,0,2
"RIMBP3B",0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0
"RIMBP3C",0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
"RIMKLA",106,174,384,327,176,323,577,294,288,198,123,101,261,279,133,64,136
"RIMKLB",1633,2083,3118,3458,4016,6017,4294,3625,5764,3366,310,295,665,843,591,528,633
"RIMKLBP1",1,1,1,2,2,2,0,1,2,0,3,1,1,2,1,0,7
"RIMKLBP2",0,0,0,4,1,1,1,0,0,0,0,1,0,5,2,1,2
"RIMS1",1766,1611,2885,2913,2470,4260,4331,3040,6267,2698,521,625,1848,1875,1173,1615,2202
"RIMS2",2675,2320,4828,3481,3277,3907,4088,4056,7546,3886,376,196,1342,690,555,796,681
"RIMS3",92,131,261,277,185,322,405,137,313,137,144,108,414,363,120,120,161
"RIMS4",80,155,264,363,338,546,677,186,260,128,50,48,172,167,45,45,82
"RIN1",15,10,32,31,17,26,37,20,16,14,31,29,52,78,28,18,32
"RIN2",2100,1809,3357,2467,1473,2094,2705,2889,6460,2825,901,803,892,1360,1220,568,1062
"RIN3",207,611,1177,823,217,241,552,804,1100,590,22,3,36,22,14,39,25
"RING1",218,406,627,620,496,517,546,473,873,340,460,506,452,745,486,508,590
"RINL",59,103,140,97,39,195,93,129,380,60,104,116,116,209,159,90,142
"RINT1",121,189,370,318,298,386,456,324,653,334,366,381,475,613,540,179,389
"RIOK1",379,308,609,515,437,710,701,622,1216,731,331,288,490,522,532,488,619
"RIOK2",205,253,527,357,276,482,507,381,892,362,272,266,500,420,396,423,448
"RIOK3",376,462,909,639,576,684,903,767,1535,902,1085,874,1453,1609,1400,584,1070
"RIOK3P1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"RIOX1",89,277,417,512,422,429,629,409,433,350,287,309,362,522,309,92,309
"RIOX2",222,348,578,656,557,931,893,586,869,527,221,348,514,564,416,129,287
"RIPK1",350,279,714,570,355,357,458,612,1152,612,463,433,619,698,732,556,614
"RIPK2",34,184,216,230,222,244,323,238,410,238,184,179,216,324,151,75,155
"RIPK3",0,0,0,2,0,4,0,0,1,0,0,2,0,0,1,1,0
"RIPK4",0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0
"RIPOR1",492,1031,1313,1092,711,822,1221,1017,1440,732,409,365,573,658,438,250,425
"RIPOR2",27,91,110,182,131,183,343,125,106,53,77,91,266,226,106,85,127
"RIPOR3",0,4,8,3,2,9,5,3,6,6,3,2,1,7,8,4,9
"RIPPLY1",1,0,4,2,2,0,1,3,12,4,0,0,0,0,0,0,2
"RIPPLY2",260,183,283,223,240,273,258,283,388,354,135,94,118,111,89,45,103
"RIPPLY3",0,0,3,1,2,0,1,0,0,0,0,0,1,2,0,1,0
"RIT1",210,212,518,336,328,380,520,476,785,429,314,287,504,496,474,142,376
"RIT2",111,149,271,251,195,199,267,284,243,222,12,14,28,36,13,11,27
"RITA1",13,92,152,149,72,94,121,140,185,69,89,86,149,176,104,32,68
"RLBP1",55,189,462,279,284,176,358,343,345,277,3,1,39,12,6,24,28
"RLF",1717,1049,1901,1638,1400,2056,2888,1774,2849,1719,2091,1525,1965,2733,2227,828,1994
"RLIM",754,726,1546,1293,1086,1821,2288,1135,2422,1180,1175,1072,1739,1822,1692,1202,1708
"RLIMP1",0,0,0,0,1,0,1,0,0,0,1,0,2,11,0,1,1
"RLIMP2",1,1,10,4,7,11,8,6,8,17,5,6,7,10,9,0,5
"RLN1",0,2,0,1,6,0,0,0,0,0,8,6,9,6,0,0,7
"RLN2",0,0,0,0,8,1,0,1,0,1,2,2,5,1,2,1,0
"RLN3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RMC1",80,197,350,305,251,277,335,361,610,361,492,405,541,749,607,174,400
"RMDN1",321,395,738,622,506,659,760,756,1049,730,901,761,1092,1521,1101,249,692
"RMDN2",291,280,504,441,301,306,399,409,819,407,151,96,200,218,127,73,192
"RMDN2-AS1",0,2,0,2,2,7,0,0,0,0,1,0,0,0,1,0,0
"RMDN3",448,558,828,843,642,758,1190,597,1227,434,693,989,901,1558,708,395,602
"RMI1",93,93,301,143,153,266,390,199,348,185,85,79,143,215,143,79,115
"RMI2",4,17,24,23,28,70,51,22,68,16,4,6,1,11,1,3,8
"RMND1",125,184,308,217,201,250,218,245,398,248,201,185,244,361,315,81,175
"RMND5A",412,541,918,935,712,1244,1496,732,1470,661,1463,1600,2935,2708,1906,656,1361
"RMND5B",287,525,959,732,549,557,752,756,1163,590,888,842,802,1175,826,373,561
"RMRP",2543,16371,63885,38330,24808,34643,40923,20345,15829,9632,26816,31505,18552,90157,20636,2140,11173
"RMRPP5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RMST",7,0,15,8,3,11,5,11,11,3,8,7,36,17,19,13,13
"RN7SK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP1",0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"RN7SKP10",0,1,2,1,2,0,0,2,6,3,0,0,0,1,0,1,2
"RN7SKP100",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RN7SKP101",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP102",0,0,0,1,1,1,2,0,0,0,0,1,1,0,0,1,4
"RN7SKP103",0,3,2,4,4,0,1,6,6,6,0,0,0,1,0,0,0
"RN7SKP104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP105",19,32,42,64,58,38,47,59,103,92,182,153,106,246,159,33,110
"RN7SKP106",1,0,0,0,0,0,0,4,0,0,1,1,3,0,0,3,1
"RN7SKP107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RN7SKP11",0,0,0,0,1,0,0,1,0,0,2,5,3,2,0,0,0
"RN7SKP110",13,9,25,23,19,19,19,27,44,40,42,35,46,51,47,10,40
"RN7SKP111",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP113",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP114",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
"RN7SKP115",1,16,28,27,28,41,31,27,28,31,0,0,0,0,0,3,0
"RN7SKP116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP117",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"RN7SKP118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP119",0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP12",0,2,2,3,0,2,1,8,7,5,0,2,6,1,7,0,0
"RN7SKP120",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RN7SKP121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP123",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RN7SKP124",26,11,21,20,11,15,15,23,76,33,6,0,6,5,9,13,4
"RN7SKP125",0,0,0,1,0,0,0,0,1,1,1,0,1,6,2,0,0
"RN7SKP126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP128",0,0,0,3,1,0,1,0,9,1,0,1,0,0,2,0,0
"RN7SKP129",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"RN7SKP13",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP130",0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
"RN7SKP131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP132",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RN7SKP133",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP134",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"RN7SKP135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP136",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP139",3,29,50,60,77,95,57,70,81,44,0,0,5,5,4,3,2
"RN7SKP14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP140",6,0,12,1,2,3,4,7,50,13,1,0,0,1,2,21,12
"RN7SKP141",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"RN7SKP142",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP144",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"RN7SKP145",0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,1
"RN7SKP146",0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"RN7SKP147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP148",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"RN7SKP149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP15",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP150",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"RN7SKP151",14,4,11,4,6,3,7,6,9,5,13,5,4,10,6,2,2
"RN7SKP152",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"RN7SKP153",0,0,6,2,1,0,3,0,2,0,0,0,1,0,2,0,0
"RN7SKP154",8,27,44,29,22,8,13,52,56,36,32,27,70,57,62,6,32
"RN7SKP155",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP158",0,0,0,0,1,2,0,2,0,2,0,1,0,2,0,0,0
"RN7SKP159",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"RN7SKP16",13,53,60,69,27,33,40,63,69,70,116,104,64,157,76,19,78
"RN7SKP160",9,4,7,5,10,9,2,9,8,7,6,5,14,8,13,1,3
"RN7SKP161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP162",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"RN7SKP163",1,1,6,1,3,3,3,2,11,4,2,2,0,8,6,1,2
"RN7SKP164",0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"RN7SKP165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP166",2,0,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0
